identifier,date,chargedAmount,originalCurrency,type,category,description,status
21340367886,2022-05-08T08:36:04.000Z,-272.74,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21325702180,2022-05-04T15:29:00.000Z,-122.4,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
21307516935,2022-05-01T17:17:41.000Z,-46.28,₪,normal,מזון ומשקאות,אלמה מרקט דיזינגוף 191,completed
21261021978,2022-04-24T07:12:12.000Z,-174.32,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21223648869,2022-04-15T09:03:18.000Z,-408.32,₪,normal,רפואה ובריאות,בי גן העיר,completed
21190300613,2022-04-10T18:04:03.000Z,-41.51,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21190299517,2022-04-10T11:32:22.000Z,-50.6,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21181926577,2022-04-08T09:01:50.000Z,-195,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21146505698,2022-04-01T09:49:08.000Z,-313.88,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
21113359883,2022-03-27T18:07:23.000Z,-176.29,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21088002229,2022-03-22T14:29:41.000Z,-98.46,₪,normal,מזון ומשקאות,שופרסל דיל קריית שמונה,completed
21075885161,2022-03-20T12:14:27.000Z,-51.9,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21039346312,2022-03-13T12:25:33.000Z,-71.83,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21015409850,2022-03-08T18:57:11.000Z,-165.71,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
20996337023,2022-03-04T13:26:14.000Z,-79.8,₪,normal,רפואה ובריאות,בי דראגסטורס דיזנגוף סנטר,completed
20967436458,2022-02-27T16:45:55.000Z,-120.77,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
20906542752,2022-02-16T18:35:18.000Z,-92.71,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
20881449452,2022-02-11T09:22:37.000Z,-206,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
20874807385,2022-02-10T06:49:49.000Z,-28.56,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
20841514850,2022-02-03T19:11:34.000Z,-129.23,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24264606800,2023-09-11T15:14:38.000Z,-158.7,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24213701142,2023-09-03T17:40:27.000Z,-204.16,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24183248224,2023-08-29T17:33:14.000Z,-126.73,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24900711793,2023-12-28T15:44:18.000Z,-212.57,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24742773887,2023-12-03T07:56:33.000Z,-157.97,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24538652667,2023-10-29T16:18:48.000Z,-25.14,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24538646499,2023-10-29T10:47:13.000Z,-350.3,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24900711793,2023-12-28T15:44:18.000Z,-212.57,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed

"24957945460","2024-01-07T09:48:25.000Z",-236.46,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"24900711793","2023-12-28T15:44:18.000Z",-212.57,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"


