identifier,date,chargedAmount,originalCurrency,type,category,description,status
21526281570,2022-06-10T06:13:42.000Z,-20.74,₪,normal,מזון ומשקאות,סופר במושבה,completed
21519494024,2022-06-09T22:32:19.000Z,-89.35,₪,normal,ביטוח ופיננסים,"הראל-ביטוחי חו""ל",completed
21496983306,2022-06-03T12:05:02.000Z,-110,₪,normal,מסעדות,צ?נטרו,completed
21469554657,2022-05-30T20:04:01.000Z,-34,₪,normal,מסעדות,ארציאלי פיצריה,completed
21467465944,2022-05-30T19:34:29.000Z,-43,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
21454268257,2022-05-28T15:01:02.000Z,-368.27,₪,normal,ריהוט ובית,"חברת החשמל לישראל בע""מ",completed
21429659959,2022-05-24T20:02:59.000Z,-140,₪,normal,מסעדות,איזי,completed
21398672031,2022-05-19T01:05:24.000Z,-100,₪,normal,תקשורת ומחשבים,"חברת פרטנר תקשורת בע""מ (הו""ק)",completed
21373978691,2022-05-14T19:06:00.000Z,-47,₪,normal,מזון ומשקאות,אוטלו,completed
21333762183,2022-05-06T13:07:33.000Z,-43.94,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
21321644931,2022-05-05T13:20:08.000Z,-160.05,₪,normal,מסעדות,- 1 מסעדת דוניה רוסה עין,completed
21326798998,2022-05-05T09:25:41.000Z,-149.73,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
21326728796,2022-05-04T20:14:01.000Z,-340,₪,normal,מסעדות,מטבח לילה NIGHT KITCHEN,completed
21220059787,2022-04-14T20:08:41.000Z,-170,₪,normal,מסעדות,אמורה מיו,completed
24313512833,2023-09-19T15:53:13.000Z,-73.77,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24300579342,2023-09-18T00:34:32.000Z,-110,₪,normal,תקשורת ומחשבים,"חברת פרטנר תקשורת בע""מ (הו""ק)",completed
24291787988,2023-09-14T15:10:00.000Z,-320.36,₪,normal,אנרגיה,דור אלון גן יבנה,completed
24290322804,2023-09-14T12:16:07.000Z,-116,₪,normal,מזון ומשקאות,לחמים אבן גבירול,completed
24278288213,2023-09-11T21:00:00.000Z,-16,₪,normal,שונות,BIT,completed
24265952960,2023-09-10T21:00:00.000Z,-147,₪,normal,שונות,BIT,completed
24250234842,2023-09-08T10:02:19.000Z,-173.44,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24205920004,2023-08-30T21:00:00.000Z,-232.86,€,normal,מלונאות ואירוח,HILTON VIENNA DANUBE,completed
24168346747,2023-08-26T21:00:00.000Z,-67.61,$,normal,אופנה,aliexpress,completed
24340633811,2023-09-25T09:41:38.000Z,-880.22,₪,normal,ריהוט ובית,"חברת החשמל לישראל בע""מ",completed
24323724665,2023-09-19T21:00:00.000Z,-70,₪,normal,שונות,BIT,completed
24418551720,2023-10-05T16:50:07.000Z,-244.86,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24376085382,2023-09-28T15:58:32.000Z,-330.21,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed

"24913480863","2023-12-30T18:39:14.000Z",-76.4,"₪","normal","מזון ומשקאות","אי.אם.פי.אם אבן גבירול 91","completed"
"24908462445","2023-12-29T12:02:31.000Z",-90,"₪","normal","מסעדות","קונגרס בזל","completed"
"24915056164","2023-12-29T10:15:43.000Z",-1428,"₪","normal","ביטוח ופיננסים","הפניקס רכב חובה","completed"
"24908453016","2023-12-29T09:45:31.000Z",-221,"₪","normal","מוסדות","משרד תחבורה העברת בעלות רכב באזור האישי","completed"
"27165889730","2024-11-28T13:57:06.000Z",-753.9,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"27152554695","2024-11-30T14:21:17.000Z",-7.11,"₪","normal","מזון ומשקאות","סופר יודה-כיכר רבין","completed"
"27152689181","2024-11-30T13:42:00.000Z",-46,"₪","normal","מזון מהיר","PATE AND PUFF","completed"
"27132992286","2024-11-25T22:00:00.000Z",-110,"₪","normal","שונות","BIT","completed"
"27097202664","2024-11-22T19:41:00.000Z",-69.1,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"27086144813","2024-11-21T17:54:08.000Z",-208.94,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"27088830045","2024-11-19T22:00:00.000Z",-75,"₪","normal","שונות","BIT","completed"
"27060775291","2024-11-18T01:28:01.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"27049449537","2024-11-13T22:00:00.000Z",-53,"₪","normal","שונות","BIT","completed"
"27033390625","2024-11-13T06:53:27.000Z",-46,"₪","normal","מסעדות","WayCup Coffee","completed"
"27002863824","2024-11-08T16:55:00.000Z",-264,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"26887732046","2024-10-23T15:56:26.000Z",-315,"₪","normal","מסעדות","WOLT","completed"
"26877319950","2024-10-21T09:24:00.000Z",-24,"₪","normal","מסעדות","פלאפל 4 טעמים אבן גבירול","completed"
"26869043965","2024-10-21T00:45:49.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"26870459701","2024-10-20T09:02:19.000Z",-46,"₪","normal","מלונאות ואירוח","בייקרי דיזינגוף","completed"
"26854812288","2024-10-18T11:20:45.000Z",-298.14,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26830030569","2024-10-13T16:50:20.000Z",-9.6,"₪","normal","מזון ומשקאות","אי.אם.פי.אם אבן גבירול 91","completed"
"26820518313","2024-10-13T07:33:19.000Z",-124,"₪","normal","מסעדות","yhcnerf","completed"
"26821742079","2024-10-10T17:39:00.000Z",-117.2,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"26766880699","2024-10-05T11:43:00.000Z",-239.11,"₪","normal","אנרגיה","דלק מנטה צומת גילת","completed"
"26741319806","2024-09-28T21:00:00.000Z",-118.18,"₪","normal","מזון ומשקאות","aliexpress","completed"
"26731595323","2024-09-28T07:53:37.000Z",-896.2,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"26729736435","2024-09-27T11:20:43.000Z",-252,"₪","normal","מסעדות","גווידו","completed"
"26720673506","2024-09-23T21:00:00.000Z",-71,"₪","normal","שונות","BIT","completed"
"26682857090","2024-09-21T08:33:00.000Z",-209.7,"₪","normal","אנרגיה","ספרינט מוטורס בע""מ- החוף","completed"
"26658119502","2024-09-18T00:00:45.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"26642257323","2024-09-15T13:54:46.000Z",-16,"₪","normal","מסעדות","קופר & פאקו","completed"
"26635751433","2024-09-13T17:00:36.000Z",-147,"₪","normal","מסעדות","תן ביס","completed"
"26624636078","2024-09-13T07:44:21.000Z",-155.88,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26621333740","2024-09-12T16:22:26.000Z",-43,"₪","normal","מסעדות","קסטה בפארק המסילה","completed"
"26619214700","2024-09-12T15:27:38.000Z",-141,"₪","normal","מסעדות","LAVA-PASTA","completed"
"26620666476","2024-09-12T15:17:24.000Z",-14,"₪","normal","מסעדות","קפה רומנו","completed"
"26605305591","2024-09-10T09:26:31.000Z",-72,"₪","normal","מסעדות","קיוטו שרונה","completed"
"26545577559","2024-09-01T10:51:42.000Z",-60,"₪","normal","מסעדות","קונגרס בזל","completed"
"26530948142","2024-08-29T17:52:19.000Z",-1512,"₪","normal","מסעדות","מסעדת OCD","completed"
"26472176655","2024-08-22T17:50:00.000Z",-194.42,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26465624348","2024-08-19T21:00:00.000Z",-625,"₪","normal","שונות","BIT","completed"
"26436727169","2024-08-17T23:57:08.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"26419300104","2024-08-14T18:51:17.000Z",-23.9,"₪","normal","מזון ומשקאות","סופר יודה אבן גבירול","completed"
"26420234579","2024-08-14T18:31:32.000Z",-106,"₪","normal","מסעדות","ארציאלי פיצרייה","completed"
"26418553852","2024-08-14T16:49:00.000Z",-21,"₪","normal","מזון ומשקאות","אוטלו","completed"
"26334252059","2024-08-01T10:48:00.000Z",-41,"₪","normal","רכב ותחבורה","GETT","completed"
