identifier,date,chargedAmount,originalCurrency,type,category,description,status
24011326909,2023-08-01T21:00:00.000Z,-79.93,CHF,normal,מזון ומשקאות,VOI Wilderswil,completed
24011272071,2023-08-01T21:00:00.000Z,-73.13,CHF,normal,רכב ותחבורה,BLM Murren,completed
24004185983,2023-07-31T21:00:00.000Z,-25.22,CHF,normal,מסעדות,SUMUP *CAFE LIV,completed
24004185978,2023-07-31T21:00:00.000Z,-96.67,CHF,normal,מסעדות,SUMUP *CAFE LIV,completed
23708942896,2023-06-16T21:00:00.000Z,-2638.7,$,normal,תיירות,mytrip_il_MBIBCJ,completed
23998708102,2023-07-30T21:00:00.000Z,-94.4,CHF,normal,רכב ותחבורה,BLM Murren,completed
23998401886,2023-07-29T21:00:00.000Z,-191.76,CHF,normal,מלונאות ואירוח,Hotel Restaurant Alpina,completed
23991374961,2023-07-29T21:00:00.000Z,-60.81,CHF,normal,מזון ומשקאות,Coop-1720 Murren,completed
23945572662,2023-07-24T11:22:39.000Z,-7.55,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23934637628,2023-07-21T09:17:00.000Z,-138.5,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
23929942314,2023-07-19T17:01:00.000Z,-50,₪,normal,ריהוט ובית,הום SALE,completed
23917408145,2023-07-19T16:01:25.000Z,-68.75,₪,normal,ריהוט ובית,"סופרגז לבית בע""מ",completed
23881146096,2023-07-13T10:36:37.000Z,-13.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23871309971,2023-07-12T08:42:04.000Z,-289,₪,normal,ביטוח ופיננסים,הפניקס ביטוח,completed
23858374614,2023-07-10T11:21:59.000Z,-29.9,₪,normal,,TLV STOCK,completed
23858407080,2023-07-10T11:10:02.000Z,-54.3,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23842551458,2023-07-08T14:18:00.000Z,-314.96,₪,normal,אנרגיה,דלק מנטה צומת גילת,completed
23831559506,2023-07-05T20:23:15.000Z,-20,₪,normal,מסעדות,"אניטה גלידה בע""מ",completed
23830784962,2023-07-05T18:42:57.000Z,-27,₪,normal,מסעדות,"הצב""י נקודות מכירה בעמ",completed
23811436812,2023-07-02T12:25:54.000Z,-483.61,₪,normal,מוסדות,עיריית תל אביב-יפו-ארנונה,completed
23797047139,2023-06-29T16:42:00.000Z,-285.52,₪,normal,אנרגיה,"ספרינט מוטורס בע""מ- החוף",completed
23796900811,2023-06-29T11:11:59.000Z,-19,₪,normal,מסעדות,בוטיק סנטרל,completed
23790813575,2023-06-28T20:09:00.000Z,-200,₪,normal,מסעדות,פיצה לילה בע''מ,completed
23754106749,2023-06-24T07:55:22.000Z,-51.8,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
23754500128,2023-06-23T09:50:23.000Z,-172.19,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
23702590197,2023-06-15T07:00:13.000Z,-147,₪,normal,מסעדות,"בוקה חמניה בע""מ",completed
23687391563,2023-06-13T14:55:02.000Z,-84.83,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23677995911,2023-06-12T11:11:36.000Z,-23.35,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23661428789,2023-06-09T08:22:34.000Z,-70.44,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23666340775,2023-06-09T07:40:00.000Z,-18,₪,normal,מסעדות,בייקרי דיזינגוף,completed
23666340774,2023-06-09T07:10:28.000Z,-60,₪,normal,מסעדות,בייקרי דיזינגוף,completed
23656531331,2023-06-08T14:58:11.000Z,-181.87,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23651335131,2023-06-07T19:21:04.000Z,-43.25,₪,normal,ריהוט ובית,"סופרגז לבית בע""מ",completed
23644079870,2023-06-06T14:23:24.000Z,-57.12,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23629913865,2023-06-04T07:11:48.000Z,-80.3,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23605447012,2023-05-30T18:17:34.000Z,-60,₪,normal,משחקי מזל,ראלי וייס -משווק מפעל הפיס,completed
23595034537,2023-05-29T11:05:12.000Z,-102.83,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23584953939,2023-05-28T17:06:06.000Z,-84.9,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23564588791,2023-05-24T11:10:32.000Z,-58.8,₪,normal,מזון ומשקאות,מרקטו באזל,completed
23563875222,2023-05-24T07:25:47.000Z,-14.3,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23555532180,2023-05-23T08:19:22.000Z,-72.8,₪,normal,,TLV STOCK,completed
23556741589,2023-05-23T05:30:59.000Z,-28,₪,normal,מסעדות,WayCup Coffee,completed
23542581695,2023-05-21T15:32:03.000Z,-10.12,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23544493896,2023-05-21T15:32:00.000Z,-62.8,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
23545950046,2023-05-21T15:05:00.000Z,-25,₪,normal,מסעדות,טורטה דלנונה,completed
23536854607,2023-05-19T09:40:00.000Z,-109,₪,normal,מזון מהיר,PATE AND PUFF,completed
23534818474,2023-05-19T08:24:00.000Z,-49,₪,normal,מזון מהיר,שמו הקונדטוריה,completed
23487681894,2023-05-12T15:58:00.000Z,-206.04,₪,normal,אנרגיה,רוזנפלד תחנות דלק והשקעות,completed
23482387644,2023-05-11T13:54:07.000Z,-49.88,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23460885876,2023-05-07T15:08:59.000Z,-16,₪,normal,מסעדות,EATS,completed
23459313509,2023-05-07T09:48:42.000Z,-40,₪,normal,,TLV STOCK,completed
23460077208,2023-05-07T07:02:43.000Z,-40.92,₪,normal,מזון ומשקאות,שוק העליה,completed
23455309811,2023-05-05T17:46:00.000Z,-21,₪,normal,מזון ומשקאות,אוטלו,completed
23454716434,2023-05-05T17:36:00.000Z,-23.8,₪,normal,רפואה ובריאות,סופר פארם גורדון 73,completed
23455463234,2023-05-05T16:58:00.000Z,-445,₪,normal,מסעדות,בר 51 בע''מ,completed
23424592006,2023-05-01T17:12:22.000Z,-32.75,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23419702664,2023-04-30T12:25:42.000Z,-204.21,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
23419065574,2023-04-30T09:19:04.000Z,-113.46,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23420694362,2023-04-30T05:05:11.000Z,-8.9,₪,normal,מזון ומשקאות,אי.אם.פי.אם אלנבי,completed
23416041885,2023-04-29T15:30:40.000Z,-29.9,₪,normal,מזון ומשקאות,אי.אם.פי.אם אבן גבירול 91,completed
23415816144,2023-04-29T11:09:00.000Z,-304.6,₪,normal,אנרגיה,צומת גומא - דלק,completed
23415373450,2023-04-28T10:09:00.000Z,-75,₪,normal,מסעדות,בלו ליין,completed
23391333655,2023-04-25T09:57:00.000Z,-29,₪,normal,מזון ומשקאות,כמונה,completed
23367187892,2023-04-21T10:32:07.000Z,-30,₪,normal,מסעדות,"בית קפה בוקה בע""מ",completed
23358697437,2023-04-20T16:46:00.000Z,-30,₪,normal,מסעדות,קפה בר הבימה,completed
23349458694,2023-04-19T14:14:35.000Z,-41.99,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23345394271,2023-04-18T18:07:00.000Z,-15,₪,normal,מסעדות,בבקה הבימה,completed
23346278882,2023-04-18T17:15:00.000Z,-71,₪,normal,מסעדות,AMERICA BURGERS,completed
23343757223,2023-04-18T16:38:25.000Z,-36,₪,normal,מסעדות,ג'סמינו,completed
23337832214,2023-04-17T14:51:50.000Z,-107.15,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23312006366,2023-04-13T13:28:13.000Z,-77.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23309031251,2023-04-12T20:23:45.000Z,-256,₪,normal,מסעדות,אמורה מיו,completed
23308593645,2023-04-12T10:03:48.000Z,-9.29,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
23307507985,2023-04-11T09:12:00.000Z,-51.5,₪,normal,מזון ומשקאות,טיב טעם רשתות פנקס 2,completed
23300540043,2023-04-10T12:58:00.000Z,-95,₪,normal,ריהוט ובית,PLANT 45,completed
23300390387,2023-04-10T11:49:00.000Z,-271.56,₪,normal,אנרגיה,פז YELLOW הירקון,completed
23298822026,2023-04-10T10:08:03.000Z,-12.9,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22926551600,2023-02-04T22:00:00.000Z,-20.06,AED,normal,מסעדות,FIX-CA,completed
22922053504,2023-02-04T22:00:00.000Z,-343.61,THB,normal,מלונאות ואירוח,BOXTEL,completed
22911044212,2023-02-03T22:00:00.000Z,-125.06,THB,normal,מלונאות ואירוח,SANTHIYA KOH YAO YAI RESO,completed
23248065053,2023-03-31T08:37:00.000Z,-91,₪,normal,מזון מהיר,PATE AND PUFF,completed
23243032851,2023-03-30T16:48:42.000Z,-12,₪,normal,מסעדות,דליקטסן בראסרי,completed
23224313913,2023-03-28T15:57:46.000Z,-15.5,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23210739303,2023-03-26T12:13:33.000Z,-50.17,₪,normal,ריהוט ובית,"סופרגז לבית בע""מ",completed
23181853630,2023-03-21T19:09:00.000Z,-274.06,₪,normal,אנרגיה,פז YELLOW הירקון,completed
23181951656,2023-03-21T08:16:15.000Z,-66,₪,normal,משחקי מזל,ראלי וייס -משווק מפעל הפיס,completed
23169647460,2023-03-19T08:23:00.000Z,-22,₪,normal,מסעדות,פלאפל 4 טעמים אבן גבירול,completed
23170325991,2023-03-19T07:34:00.000Z,-48,₪,normal,מזון מהיר,PATE AND PUFF,completed
23163697419,2023-03-18T10:47:20.000Z,-209,₪,normal,מסעדות,גרקו פרישמן,completed
23164155191,2023-03-17T12:05:05.000Z,-72.21,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
23154856662,2023-03-16T21:32:41.000Z,-5.9,₪,normal,מזון ומשקאות,סופר יודה,completed
23153591109,2023-03-16T21:15:00.000Z,-300,₪,normal,מסעדות,כפרה מיו,completed
23155284321,2023-03-16T11:33:56.000Z,-23,₪,normal,מסעדות,בוטיק סנטרל,completed
23106557070,2023-03-08T11:57:19.000Z,-59.3,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23094082909,2023-03-06T18:47:58.000Z,-38.9,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23101873679,2023-03-06T11:29:06.000Z,-23,₪,normal,מסעדות,בוטיק סנטרל,completed
23082624867,2023-03-03T10:04:00.000Z,-183.7,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
23074199570,2023-03-02T18:11:48.000Z,-5.2,₪,normal,מזון ומשקאות,סופר יודה,completed
23074926312,2023-03-02T17:15:43.000Z,-15,₪,normal,מסעדות,קפה נורדוי,completed
23073634882,2023-03-02T16:59:00.000Z,-60,₪,normal,מסעדות,סאלוף ובניו,completed
23073393863,2023-03-02T16:07:00.000Z,-51.3,₪,normal,מזון מהיר,פיצוחי קליפורניה,completed
23075270785,2023-03-02T12:09:49.000Z,-23,₪,normal,מסעדות,בוטיק סנטרל,completed
23071262448,2023-03-02T07:19:27.000Z,-67,₪,normal,מסעדות,ליאתי.לשבת.לקחת,completed
22895167329,2023-01-30T22:00:00.000Z,-234.7,THB,normal,מלונאות ואירוח,SABAI SABAI WELLNESS-M/O,completed
22888436654,2023-01-28T22:00:00.000Z,-26.46,THB,normal,מזון ומשקאות,7-11 BANTHONGKRUT,completed
22879812788,2023-01-28T22:00:00.000Z,-203.22,THB,normal,,WWW.PAYSOLUTIONS.ASIA,completed
22879889996,2023-01-27T22:00:00.000Z,-18.28,THB,normal,מזון ומשקאות,7-11 BANTHONGKRUT,completed
22879888622,2023-01-27T22:00:00.000Z,-13.8,THB,normal,מזון ומשקאות,7-11 BANTHONGKRUT,completed
22869146068,2023-01-27T22:00:00.000Z,-101.77,THB,normal,מלונאות ואירוח,EXPLORAR KOH PHANGAN,completed
22869164592,2023-01-26T22:00:00.000Z,-6.39,THB,normal,מזון ומשקאות,7-11 BAN HAT RIN,completed
22869144374,2023-01-26T22:00:00.000Z,-33.58,THB,normal,מסעדות,CORAL,completed
22868686550,2023-01-26T22:00:00.000Z,-53.27,THB,normal,מסעדות,HAADRIN TONY'S,completed
22868745092,2023-01-25T22:00:00.000Z,-18.26,THB,normal,מזון ומשקאות,7-11 BAN HAT RIN,completed
22860905567,2023-01-25T22:00:00.000Z,-637.51,THB,normal,,WWW.PAYSOLUTIONS.ASIA,completed
22860904929,2023-01-25T22:00:00.000Z,-109.72,THB,normal,תיירות,MEMO INTERNET CAFE AND,completed
22856847735,2023-01-24T22:00:00.000Z,-26.78,THB,normal,מלונאות ואירוח,CORAL BUNGALOW,completed
22856723683,2023-01-24T22:00:00.000Z,-43.29,THB,normal,מסעדות,COFFEE CUP,completed
22848023362,2023-01-23T22:00:00.000Z,-21.44,THB,normal,תקשורת ומחשבים,LOOGGAI,completed
22860894748,2023-01-22T22:00:00.000Z,-11.77,SGD,normal,,BUS/MRT 224562145,completed
22856761959,2023-01-22T22:00:00.000Z,-72.06,SGD,normal,מסעדות,DIN TAI FUNG-JEWEL CHANGI,completed
22856761951,2023-01-22T22:00:00.000Z,-1616.14,SGD,normal,מלונאות ואירוח,HOTEL GRAND PACIFIC,completed
22848405403,2023-01-22T22:00:00.000Z,-17.8,THB,normal,מזון ומשקאות,7-11 SUANLUANG SQUARE,completed
22842826044,2023-01-22T22:00:00.000Z,-31.17,THB,normal,תקשורת ומחשבים,TRUE D&S-2382 TS SUVARNAB,completed
22856771329,2023-01-21T22:00:00.000Z,-36.49,SGD,normal,מסעדות,049-ST12 (RASAPURA),completed
22856763321,2023-01-21T22:00:00.000Z,-4.15,SGD,normal,,BUS/MRT 224290832,completed
22856731296,2023-01-21T22:00:00.000Z,-19.81,SGD,normal,מסעדות,STARBUCKS@MARINA BAY(MBS),completed
22842827884,2023-01-21T22:00:00.000Z,-274.07,SGD,normal,תיירות,GARDENS BY THE BAY,completed
22856765318,2023-01-20T22:00:00.000Z,-6.49,SGD,normal,,BUS/MRT 223857192,completed
22856761916,2023-01-20T22:00:00.000Z,-70.58,SGD,normal,מסעדות,XIN WANG-BUGIS+,completed
22835469929,2023-01-20T22:00:00.000Z,-35.23,NZD,normal,מסעדות,BEST UGLY BAGELS,completed
22825646678,2023-01-19T22:00:00.000Z,-66.93,NZD,normal,אנרגיה,MCKEOWN GROUP LIMITED,completed
22822171814,2023-01-19T22:00:00.000Z,-353.01,NZD,normal,מלונאות ואירוח,Airport Palms Motel,completed
22822155378,2023-01-19T22:00:00.000Z,-186.95,NZD,normal,אופנה,The Warehouse 220,completed
22821424396,2023-01-18T22:00:00.000Z,-37.71,NZD,normal,מזון ומשקאות,NEW WORLD KAIKOURA,completed
22816005127,2023-01-18T22:00:00.000Z,-123.67,NZD,normal,,Kaikoura Top10 Hol Park,completed
22816005083,2023-01-18T22:00:00.000Z,-39.14,NZD,normal,מסעדות,COOPERS CATCH KAIKOURA,completed
22815932319,2023-01-17T22:00:00.000Z,-59.86,NZD,normal,מסעדות,M & M TAKEAWAYS LTD,completed
22815932318,2023-01-17T22:00:00.000Z,-10.36,NZD,normal,מלונאות ואירוח,CHEVIOT MCC,completed
22815909714,2023-01-17T22:00:00.000Z,-22.13,NZD,normal,מזון ומשקאות,MT SOMERS STORE,completed
22815189821,2023-01-17T22:00:00.000Z,-242.56,THB,normal,מלונאות ואירוח,Hotel at Booking.com,completed
22810283660,2023-01-16T22:00:00.000Z,-93.29,NZD,normal,מסעדות,BARKER'S,completed
22803984276,2023-01-16T22:00:00.000Z,-57.72,NZD,normal,מלונאות ואירוח,Mt Somers Holiday Park,completed
22803741420,2023-01-15T22:00:00.000Z,-175.09,NZD,normal,מסעדות,THE KOHAN RESTAURANT,completed
22803624930,2023-01-15T22:00:00.000Z,-122.24,NZD,normal,מלונאות ואירוח,LAKE TEKAPO MOTEL,completed
22788131025,2023-01-13T22:00:00.000Z,-157.7,NZD,normal,אנרגיה,MGL Northend Motors,completed
22787620828,2023-01-13T22:00:00.000Z,-127.32,NZD,normal,מזון ומשקאות,FOUR SQUARE TWIZEL,completed
22788021337,2023-01-12T22:00:00.000Z,-190.18,NZD,normal,תיירות,OAMARU BLUE PENGUIN,completed
22785951075,2023-01-12T22:00:00.000Z,-72.19,NZD,normal,מזון ומשקאות,COUNTDOWN OAMARU,completed
22785947725,2023-01-12T22:00:00.000Z,-101.49,NZD,normal,,OAMARU HARBOURSIDE H,completed
22781420828,2023-01-12T22:00:00.000Z,-13.26,NZD,normal,מסעדות,TEES ST CAFE,completed
22781393409,2023-01-11T22:00:00.000Z,-88.06,NZD,normal,,PORTOBELLO VILLAGE,completed
22775299784,2023-01-11T22:00:00.000Z,-100.85,NZD,normal,מזון ומשקאות,New World Gardens,completed
22774549733,2023-01-10T22:00:00.000Z,-13.65,NZD,normal,מזון ומשקאות,SUPERVALUE MILTON,completed
22769433309,2023-01-10T22:00:00.000Z,-68.31,NZD,normal,מזון ומשקאות,Pak N Save Dunedin,completed
22769433216,2023-01-10T22:00:00.000Z,-89.23,NZD,normal,מסעדות,Velvet Burger Octagon,completed
22774595368,2023-01-09T22:00:00.000Z,-162.53,NZD,normal,אנרגיה,BP 2GO HIGHWAY,completed
22769417076,2023-01-09T22:00:00.000Z,-1688,THB,normal,,WWW.PAYSOLUTIONS.ASIA,completed
22769412059,2023-01-09T22:00:00.000Z,-22.39,NZD,normal,,THOMAS CATLINS LODGE,completed
22763087128,2023-01-09T22:00:00.000Z,-94.69,NZD,normal,מלונאות ואירוח,WHISTLING FROG RESORT,completed
22763086927,2023-01-09T22:00:00.000Z,-57.11,NZD,normal,מסעדות,THE BATCH CAFE,completed
22763041984,2023-01-08T22:00:00.000Z,-286.27,NZD,normal,רכב ותחבורה,LAKESIDE SERV CT TE ANAU,completed
22763040174,2023-01-08T22:00:00.000Z,-13.43,NZD,normal,מסעדות,HOLLYFORD CAFE,completed
22757659473,2023-01-08T22:00:00.000Z,-81,NZD,normal,,Mossburn Country Park,completed
22757645485,2023-01-08T22:00:00.000Z,-129.34,NZD,normal,מזון ומשקאות,Fresh Choice Te Anau,completed
22749676809,2023-01-06T22:00:00.000Z,-1596.46,THB,normal,מלונאות ואירוח,RDT*ExplorarKohPhangan,completed
22749665352,2023-01-05T22:00:00.000Z,-36.31,NZD,normal,מסעדות,THE FAT DUCK,completed
22745254097,2023-01-05T22:00:00.000Z,-259.23,NZD,normal,מלונאות ואירוח,Te Anau Top 10 Holiday,completed
22745252143,2023-01-05T22:00:00.000Z,-101.82,NZD,normal,מזון ומשקאות,FRESHCHOICE QUEENSTOWN,completed
22745251142,2023-01-05T22:00:00.000Z,-73.27,NZD,normal,מזון ומשקאות,Four Square Te Anau,completed
22745971089,2023-01-04T22:00:00.000Z,-18.24,NZD,normal,מסעדות,PATAGONIA CHOCOLATES,completed
22739030790,2023-01-04T22:00:00.000Z,-101.26,NZD,normal,מסעדות,Fergburger,completed
22739029842,2023-01-04T22:00:00.000Z,-29.44,NZD,normal,מסעדות,Fried Dumpling Ltd,completed
22739027847,2023-01-04T22:00:00.000Z,-142.78,NZD,normal,,QHP Creeksyde,completed
22739025379,2023-01-04T22:00:00.000Z,-129.42,NZD,normal,מלונאות ואירוח,Te Anau Top 10 Holiday,completed
22738994402,2023-01-03T22:00:00.000Z,-229.53,NZD,normal,מסעדות,BELLA CUCINA,completed
22729001591,2023-01-02T22:00:00.000Z,-78.33,NZD,normal,מסעדות,CAFE SOCIETY,completed
22729001590,2023-01-02T22:00:00.000Z,-33.95,NZD,normal,מסעדות,CAFE SOCIETY,completed
22725756300,2023-01-02T22:00:00.000Z,-143.26,NZD,normal,,QHP Creeksyde,completed
22725756202,2023-01-02T22:00:00.000Z,-52.3,NZD,normal,אופנה,The Warehouse 179,completed
22725753660,2023-01-02T22:00:00.000Z,-79.98,NZD,normal,מזון ומשקאות,FRESHCHOICE QUEENSTOWN,completed
22725753268,2023-01-02T22:00:00.000Z,-143.26,NZD,normal,,QHP Creeksyde,completed
22720051130,2023-01-01T22:00:00.000Z,-90.63,NZD,normal,,Glendhu Bay Camp Ground,completed
22711887355,2022-12-31T22:00:00.000Z,-105.02,NZD,normal,מזון ומשקאות,New World Wanaka,completed
23050347636,2023-02-27T16:15:28.000Z,-129.2,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
23027421732,2023-02-24T10:43:11.000Z,-34.21,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23027756891,2023-02-24T10:28:59.000Z,-20,₪,normal,,TLV STOCK,completed
23033173507,2023-02-24T10:18:37.000Z,-121.01,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
23030086869,2023-02-24T09:08:00.000Z,-71,₪,normal,מזון מהיר,PATE AND PUFF,completed
23023661859,2023-02-23T17:20:31.000Z,-40,₪,normal,טיפוח ויופי,גוד פארם כיכר רבין בלוך,completed
23014690017,2023-02-22T11:57:12.000Z,-37.5,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
23001754008,2023-02-20T17:42:27.000Z,-46.46,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
23003229606,2023-02-20T13:04:02.000Z,-140.95,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
22997434362,2023-02-19T11:34:11.000Z,-345.68,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
22987268420,2023-02-17T06:39:19.000Z,-1075,₪,normal,מוסדות,משרד התחבורה - רשיונות רכב,completed
22981014641,2023-02-16T14:17:14.000Z,-19.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22962453876,2023-02-13T11:50:58.000Z,-66.9,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22956759622,2023-02-12T08:24:54.000Z,-116.1,₪,normal,אופנה,טבע נאות-דפנה,completed
22931021261,2023-02-07T09:48:00.000Z,-150,₪,normal,אופנה,גראס דיזינגוף,completed
22936001660,2023-02-07T09:28:35.000Z,-209.92,₪,normal,אופנה,- ALDO דיזינגוף סנטר,completed
22930846836,2023-02-07T09:07:34.000Z,-260,₪,normal,אופנה,מיס מנדיי דיזינגוף,completed
22928936808,2023-02-07T08:31:54.000Z,-124,₪,normal,ריהוט ובית,סמרה המרכז לאמבטיה,completed
22934664285,2023-02-07T08:23:00.000Z,-140,₪,normal,אופנה,דיפ-יניב ברוך,completed
22924956897,2023-02-06T18:05:00.000Z,-49.7,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
22923668603,2023-02-06T11:50:53.000Z,-91,₪,normal,,TLV STOCK,completed
22918593214,2023-02-05T16:31:25.000Z,-56.89,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
22914338372,2023-02-05T15:31:00.000Z,-9,₪,normal,רכב ותחבורה,"רכבת ישראל- נמל תעופה בן גוריון (נתב""ג)",completed
22719947934,2022-12-30T22:00:00.000Z,-9.24,NZD,normal,מסעדות,COCO HUT,completed
22719947933,2022-12-30T22:00:00.000Z,-43.86,NZD,normal,מסעדות,COCO HUT,completed
22711900314,2022-12-30T22:00:00.000Z,-85.51,NZD,normal,פנאי בילוי,CINEMA PARADISO LTD,completed
22711101693,2022-12-29T22:00:00.000Z,-20.12,NZD,normal,מסעדות,HAAST FOOD CENTRE,completed
22704943624,2022-12-29T22:00:00.000Z,-175.64,NZD,normal,מזון ומשקאות,New World Wanaka,completed
22704207908,2022-12-28T22:00:00.000Z,-202.16,NZD,normal,מוסדות,DEPARTMENT OF CONSERVATIO,completed
22696426121,2022-12-28T22:00:00.000Z,-114.94,NZD,normal,,Fox Glacier Top 10,completed
22696426103,2022-12-28T22:00:00.000Z,-197.72,NZD,normal,,Mt Aspiring Holiday Pk,completed
22696417066,2022-12-28T22:00:00.000Z,-90.16,NZD,normal,,Glendhu Bay Camp Ground,completed
22685618166,2022-12-27T22:00:00.000Z,-155.22,NZD,normal,מסעדות,Betsey Jane,completed
22685590331,2022-12-26T22:00:00.000Z,-114.46,NZD,normal,,FRANZ JOSEF HOLIDAY,completed
22680312474,2022-12-26T22:00:00.000Z,-114.07,NZD,normal,,FOX GLACIER TOP 10,completed
22680273529,2022-12-26T22:00:00.000Z,-44.2,NZD,normal,מזון ומשקאות,Four Square Franz Josef,completed
22679425609,2022-12-25T22:00:00.000Z,-246.91,NZD,normal,מזון ומשקאות,HOKITIKA NEW WORLD,completed
22674998346,2022-12-25T22:00:00.000Z,-15.35,NZD,normal,מלונאות ואירוח,STUMPERS BAR & CAFE,completed
22674997033,2022-12-25T22:00:00.000Z,-61.95,NZD,normal,מלונאות ואירוח,STUMPERS BAR & CAFE,completed
22674997021,2022-12-25T22:00:00.000Z,-89.01,NZD,normal,,Hokitika Holiday Park,completed
22667606594,2022-12-24T22:00:00.000Z,-89.01,NZD,normal,,Hokitika Holiday Park,completed
22667594358,2022-12-23T22:00:00.000Z,-26.25,NZD,normal,מזון ומשקאות,THE BROADWAY TEAROOMS & B,completed
22657317421,2022-12-22T22:00:00.000Z,-54.86,NZD,normal,מזון ומשקאות,Four Square Murchison,completed
22652236461,2022-12-21T22:00:00.000Z,-181.55,NZD,normal,מזון ומשקאות,Pak N Save Richmond,completed
